Time (s),Frequency (Hz)
0.01,46900.0
0.02,46900.0
0.03,46900.0
0.04,46900.0
0.05,46900.0
0.060000000000000005,47000.0
0.07,46800.0
0.08,47000.0
0.09,46900.0
0.09999999999999999,46900.0
0.10999999999999999,46900.0
0.11999999999999998,46900.0
0.12999999999999998,46900.0
0.13999999999999999,46900.0
0.15,46900.0
0.16,46900.0
0.17,46900.0
0.18000000000000002,46900.0
0.19000000000000003,46900.0
0.20000000000000004,46900.0
0.21000000000000005,46900.0
0.22000000000000006,46900.0
0.23000000000000007,46900.0
0.24000000000000007,46900.0
0.25000000000000006,46900.0
0.26000000000000006,46900.0
0.2700000000000001,46900.0
0.2800000000000001,46900.0
0.2900000000000001,46900.0
0.3000000000000001,46900.0
0.3100000000000001,46900.0
0.3200000000000001,46900.0
0.3300000000000001,46900.0
0.34000000000000014,46900.0
0.35000000000000014,46900.0
0.36000000000000015,46900.0
0.37000000000000016,46900.0
0.38000000000000017,46900.0
0.3900000000000002,47000.0
0.4000000000000002,46900.0
0.4100000000000002,46900.0
0.4200000000000002,46900.0
0.4300000000000002,46900.0
0.4400000000000002,46900.0
0.45000000000000023,46900.0
0.46000000000000024,46900.0
0.47000000000000025,46900.0
0.48000000000000026,46900.0
0.49000000000000027,46900.0
0.5000000000000002,46900.0
0.5100000000000002,46900.0
0.5200000000000002,46900.0
0.5300000000000002,46900.0
0.5400000000000003,46900.0
0.5500000000000003,46900.0
0.5600000000000003,46900.0
0.5700000000000003,46900.0
0.5800000000000003,46900.0
0.5900000000000003,46900.0
0.6000000000000003,46900.0
0.6100000000000003,46900.0
0.6200000000000003,46900.0
0.6300000000000003,46900.0
0.6400000000000003,46900.0
0.6500000000000004,46900.0
0.6600000000000004,46900.0
0.6700000000000004,46900.0
0.6800000000000004,46900.0
0.6900000000000004,46900.0
0.7000000000000004,46900.0
0.7100000000000004,47000.0
0.7200000000000004,46900.0
0.7300000000000004,46900.0
0.7400000000000004,46900.0
0.7500000000000004,46900.0
0.7600000000000005,46900.0
0.7700000000000005,46900.0
0.7800000000000005,46900.0
0.7900000000000005,46900.0
0.8000000000000005,46900.0
0.8100000000000005,46900.0
0.8200000000000005,46900.0
0.8300000000000005,46900.0
0.8400000000000005,46900.0
0.8500000000000005,46900.0
0.8600000000000005,46900.0
0.8700000000000006,46900.0
0.8800000000000006,46900.0
0.8900000000000006,46900.0
0.9000000000000006,46900.0
0.9100000000000006,46900.0
0.9200000000000006,46900.0
0.9300000000000006,46900.0
0.9400000000000006,46900.0
0.9500000000000006,46900.0
0.9600000000000006,46900.0
0.9700000000000006,46900.0
0.9800000000000006,46900.0
0.9900000000000007,46900.0
1.0000000000000007,47000.0
1.0100000000000007,46900.0
1.0200000000000007,46900.0
1.0300000000000007,46900.0
1.0400000000000007,46900.0
1.0500000000000007,46900.0
1.0600000000000007,46900.0
1.0700000000000007,46900.0
1.0800000000000007,46900.0
1.0900000000000007,46900.0
1.1000000000000008,46900.0
1.1100000000000008,46900.0
1.1200000000000008,46900.0
1.1300000000000008,46900.0
1.1400000000000008,46900.0
1.1500000000000008,46900.0
1.1600000000000008,46900.0
1.1700000000000008,46900.0
1.1800000000000008,46900.0
1.1900000000000008,46900.0
1.2000000000000008,46900.0
1.2100000000000009,46900.0
1.2200000000000009,46900.0
1.2300000000000009,46900.0
1.2400000000000009,46900.0
1.2500000000000009,46900.0
1.260000000000001,46900.0
1.270000000000001,46900.0
1.280000000000001,46900.0
1.290000000000001,46900.0
1.300000000000001,46900.0
1.310000000000001,46900.0
1.320000000000001,46900.0
1.330000000000001,47000.0
1.340000000000001,46900.0
1.350000000000001,46900.0
1.360000000000001,46900.0
1.370000000000001,46900.0
1.380000000000001,46900.0
1.390000000000001,46900.0
1.400000000000001,46900.0
1.410000000000001,46900.0
1.420000000000001,46900.0
1.430000000000001,46900.0
1.440000000000001,46900.0
1.450000000000001,46900.0
1.460000000000001,46900.0
1.470000000000001,46900.0
1.480000000000001,46900.0
1.490000000000001,46900.0
1.500000000000001,46900.0
1.5100000000000011,46900.0
1.5200000000000011,46900.0
1.5300000000000011,46900.0
1.5400000000000011,46900.0
1.5500000000000012,46900.0
1.5600000000000012,46900.0
1.5700000000000012,46900.0
1.5800000000000012,46900.0
1.5900000000000012,46900.0
1.6000000000000012,46900.0
1.6100000000000012,46900.0
1.6200000000000012,46900.0
1.6300000000000012,47000.0
1.6400000000000012,46900.0
1.6500000000000012,46900.0
1.6600000000000013,46900.0
1.6700000000000013,46900.0
1.6800000000000013,46900.0
1.6900000000000013,46900.0
1.7000000000000013,46900.0
1.7100000000000013,46900.0
1.7200000000000013,46900.0
1.7300000000000013,46900.0
1.7400000000000013,46900.0
1.7500000000000013,46900.0
1.7600000000000013,46900.0
1.7700000000000014,46900.0
1.7800000000000014,46900.0
1.7900000000000014,46900.0
1.8000000000000014,46900.0
1.8100000000000014,46900.0
1.8200000000000014,46900.0
1.8300000000000014,46900.0
1.8400000000000014,46900.0
1.8500000000000014,46900.0
1.8600000000000014,46900.0
1.8700000000000014,46900.0
1.8800000000000014,46900.0
1.8900000000000015,46900.0
1.9000000000000015,46900.0
1.9100000000000015,46900.0
1.9200000000000015,46900.0
1.9300000000000015,46900.0
1.9400000000000015,46900.0
1.9500000000000015,46900.0
1.9600000000000015,46900.0
1.9700000000000015,46900.0
1.9800000000000015,46900.0
1.9900000000000015,46900.0
2.0000000000000013,46900.0
2.010000000000001,46900.0
2.020000000000001,46900.0
2.0300000000000007,46900.0
2.0400000000000005,46900.0
2.0500000000000003,46900.0
2.06,46900.0
2.07,46900.0
2.0799999999999996,46900.0
2.0899999999999994,46900.0
2.099999999999999,46900.0
2.109999999999999,46900.0
2.1199999999999988,46900.0
2.1299999999999986,46900.0
2.1399999999999983,47000.0
2.149999999999998,46900.0
2.159999999999998,46900.0
2.1699999999999977,46900.0
2.1799999999999975,46900.0
2.1899999999999973,46900.0
2.199999999999997,46900.0
2.209999999999997,46900.0
2.2199999999999966,46900.0
2.2299999999999964,46900.0
2.239999999999996,46900.0
2.249999999999996,46900.0
2.259999999999996,46900.0
2.2699999999999956,46900.0
2.2799999999999954,46900.0
2.289999999999995,46900.0
2.299999999999995,46900.0
2.3099999999999947,46900.0
2.3199999999999945,46900.0
2.3299999999999943,46900.0
2.339999999999994,46900.0
2.349999999999994,46900.0
2.3599999999999937,46900.0
2.3699999999999934,46900.0
2.3799999999999932,46900.0
2.389999999999993,46900.0
2.399999999999993,46900.0
2.4099999999999926,46900.0
2.4199999999999924,46900.0
2.429999999999992,46900.0
2.439999999999992,46900.0
2.4499999999999917,46900.0
2.4599999999999915,46900.0
2.4699999999999913,46900.0
2.479999999999991,47000.0
2.489999999999991,46900.0
2.4999999999999907,46900.0
2.5099999999999905,46900.0
2.5199999999999902,46900.0
2.52999999999999,46900.0
2.53999999999999,46900.0
2.5499999999999896,46900.0
2.5599999999999894,46900.0
2.569999999999989,46900.0
2.579999999999989,46900.0
2.5899999999999888,46900.0
2.5999999999999885,46900.0
2.6099999999999883,46900.0
2.619999999999988,46900.0
2.629999999999988,46900.0
2.6399999999999877,46900.0
2.6499999999999875,46900.0
2.6599999999999873,46900.0
2.669999999999987,46900.0
2.679999999999987,46900.0
2.6899999999999866,46900.0
2.6999999999999864,46900.0
2.709999999999986,46900.0
2.719999999999986,46900.0
2.7299999999999858,46900.0
2.7399999999999856,46900.0
2.7499999999999853,46900.0
2.759999999999985,46900.0
2.769999999999985,46900.0
2.7799999999999847,47000.0
2.7899999999999845,46800.0
2.7999999999999843,47000.0
2.809999999999984,46900.0
2.819999999999984,46900.0
2.8299999999999836,46900.0
2.8399999999999834,46900.0
2.849999999999983,46900.0
2.859999999999983,46900.0
2.869999999999983,46900.0
2.8799999999999826,46900.0
2.8899999999999824,46900.0
2.899999999999982,46900.0
2.909999999999982,46900.0
2.9199999999999817,46900.0
2.9299999999999815,46900.0
2.9399999999999813,46900.0
2.949999999999981,46900.0
2.959999999999981,46900.0
2.9699999999999807,46900.0
2.9799999999999804,46900.0
2.9899999999999802,46900.0
2.99999999999998,46900.0
3.00999999999998,46900.0
3.0199999999999796,46900.0
3.0299999999999794,46900.0
3.039999999999979,46900.0
3.049999999999979,46900.0
3.0599999999999787,46900.0
3.0699999999999785,46900.0
3.0799999999999783,46900.0
3.089999999999978,46900.0
3.099999999999978,46900.0
3.1099999999999777,47000.0
3.1199999999999775,46800.0
3.1299999999999772,47000.0
3.139999999999977,46900.0
3.149999999999977,46900.0
3.1599999999999766,46900.0
3.1699999999999764,46900.0
3.179999999999976,46900.0
3.189999999999976,46900.0
3.1999999999999758,46900.0
3.2099999999999755,46900.0
3.2199999999999753,46900.0
3.229999999999975,46900.0
3.239999999999975,46900.0
3.2499999999999747,46900.0
3.2599999999999745,46900.0
3.2699999999999743,46900.0
3.279999999999974,46900.0
3.289999999999974,46900.0
3.2999999999999736,46900.0
3.3099999999999734,46900.0
3.319999999999973,46900.0
3.329999999999973,46900.0
3.3399999999999728,46900.0
3.3499999999999726,46900.0
3.3599999999999723,46900.0
3.369999999999972,46900.0
3.379999999999972,46900.0
3.3899999999999717,46900.0
3.3999999999999715,46900.0
3.4099999999999713,46900.0
3.419999999999971,46900.0
3.429999999999971,46900.0
3.4399999999999706,46900.0
3.4499999999999704,46900.0
3.45999999999997,47000.0
3.46999999999997,46900.0
3.47999999999997,46900.0
3.4899999999999696,46900.0
3.4999999999999694,46900.0
3.509999999999969,46900.0
3.519999999999969,46900.0
3.5299999999999687,46900.0
3.5399999999999685,46900.0
3.5499999999999683,46900.0
3.559999999999968,46900.0
3.569999999999968,46900.0
3.5799999999999677,46900.0
3.5899999999999674,46900.0
3.5999999999999672,46900.0
3.609999999999967,46900.0
3.619999999999967,46900.0
3.6299999999999666,46900.0
3.6399999999999664,46900.0
3.649999999999966,46900.0
3.659999999999966,46900.0
3.6699999999999657,46900.0
3.6799999999999655,46900.0
3.6899999999999653,46900.0
3.699999999999965,46900.0
3.709999999999965,46900.0
3.7199999999999647,46900.0
3.7299999999999645,46900.0
3.7399999999999642,46900.0
3.749999999999964,46900.0
3.759999999999964,46900.0
3.7699999999999636,46900.0
3.7799999999999634,47000.0
3.789999999999963,46900.0
3.799999999999963,46900.0
3.8099999999999627,46900.0
3.8199999999999625,46900.0
3.8299999999999623,46900.0
3.839999999999962,46900.0
3.849999999999962,46900.0
3.8599999999999617,46900.0
3.8699999999999615,46900.0
3.8799999999999613,46900.0
3.889999999999961,46900.0
3.899999999999961,46900.0
3.9099999999999606,46900.0
3.9199999999999604,46900.0
3.92999999999996,46900.0
3.93999999999996,46900.0
3.9499999999999598,46900.0
3.9599999999999596,46900.0
3.9699999999999593,46900.0
3.979999999999959,46900.0
3.989999999999959,46900.0
3.9999999999999587,46900.0
4.009999999999959,46900.0
4.019999999999959,46900.0
4.0299999999999585,46900.0
4.039999999999958,46900.0
4.049999999999958,46900.0
4.059999999999958,46900.0
4.069999999999958,46900.0
4.079999999999957,46900.0
4.089999999999957,46900.0
4.099999999999957,46900.0
4.109999999999957,47000.0
4.119999999999957,46900.0
4.129999999999956,46900.0
4.139999999999956,46900.0
4.149999999999956,46900.0
4.159999999999956,46900.0
4.1699999999999555,46900.0
4.179999999999955,46900.0
4.189999999999955,46900.0
4.199999999999955,46900.0
4.209999999999955,46900.0
4.2199999999999545,46900.0
4.229999999999954,46900.0
4.239999999999954,46900.0
4.249999999999954,46900.0
4.259999999999954,46900.0
4.269999999999953,46900.0
4.279999999999953,46900.0
4.289999999999953,46900.0
4.299999999999953,46900.0
4.3099999999999525,46900.0
4.319999999999952,46900.0
4.329999999999952,46900.0
4.339999999999952,46900.0
4.349999999999952,46900.0
4.3599999999999515,46900.0
4.369999999999951,46900.0
4.379999999999951,46900.0
4.389999999999951,46900.0
4.399999999999951,46900.0
4.40999999999995,46900.0
4.41999999999995,46900.0
4.42999999999995,46900.0
4.43999999999995,47000.0
4.4499999999999496,46900.0
4.459999999999949,46900.0
4.469999999999949,46900.0
4.479999999999949,46900.0
4.489999999999949,46900.0
4.4999999999999485,46900.0
4.509999999999948,46900.0
4.519999999999948,46900.0
4.529999999999948,46900.0
4.539999999999948,46900.0
4.549999999999947,46900.0
4.559999999999947,46900.0
4.569999999999947,46900.0
4.579999999999947,46900.0
4.589999999999947,46900.0
4.599999999999946,46900.0
4.609999999999946,46900.0
4.619999999999946,46900.0
4.629999999999946,46900.0
4.6399999999999455,46900.0
4.649999999999945,46900.0
4.659999999999945,46900.0
4.669999999999945,46900.0
4.679999999999945,46900.0
4.689999999999944,46900.0
4.699999999999944,46900.0
4.709999999999944,46900.0
4.719999999999944,46900.0
4.729999999999944,46900.0
4.739999999999943,46900.0
4.749999999999943,46900.0
4.759999999999943,47000.0
4.769999999999943,46900.0
4.7799999999999425,46900.0
4.789999999999942,46900.0
4.799999999999942,46900.0
4.809999999999942,46900.0
4.819999999999942,46900.0
4.8299999999999415,46900.0
4.839999999999941,46900.0
4.849999999999941,46900.0
4.859999999999941,46900.0
4.869999999999941,46900.0
4.87999999999994,46900.0
4.88999999999994,46900.0
4.89999999999994,46900.0
4.90999999999994,46900.0
4.9199999999999395,46900.0
4.929999999999939,46900.0
4.939999999999939,46900.0
4.949999999999939,46900.0
4.959999999999939,46900.0
4.9699999999999385,46900.0
4.979999999999938,46900.0
4.989999999999938,46900.0
4.999999999999938,46900.0
5.009999999999938,46900.0
5.019999999999937,46900.0
5.029999999999937,46900.0
5.039999999999937,46900.0
5.049999999999937,46900.0
5.0599999999999365,46900.0
5.069999999999936,46900.0
5.079999999999936,46900.0
5.089999999999936,47000.0
5.099999999999936,46900.0
5.1099999999999355,46900.0
5.119999999999935,46900.0
5.129999999999935,46900.0
5.139999999999935,46900.0
5.149999999999935,46900.0
5.159999999999934,46900.0
5.169999999999934,46900.0
5.179999999999934,46900.0
5.189999999999934,46900.0
5.199999999999934,46900.0
5.209999999999933,46900.0
5.219999999999933,46900.0
5.229999999999933,46900.0
5.239999999999933,46900.0
5.2499999999999325,46900.0
5.259999999999932,46900.0
5.269999999999932,46900.0
5.279999999999932,46900.0
5.289999999999932,46900.0
5.299999999999931,46900.0
5.309999999999931,46900.0
5.319999999999931,46900.0
5.329999999999931,46900.0
5.339999999999931,46900.0
5.34999999999993,46900.0
5.35999999999993,46900.0
5.36999999999993,46900.0
5.37999999999993,46900.0
5.3899999999999295,46900.0
5.399999999999929,46900.0
5.409999999999929,47000.0
5.419999999999929,46900.0
5.429999999999929,46900.0
5.4399999999999284,46900.0
5.449999999999928,46900.0
5.459999999999928,46900.0
5.469999999999928,46900.0
5.479999999999928,46900.0
5.489999999999927,46900.0
5.499999999999927,46900.0
5.509999999999927,46900.0
5.519999999999927,46900.0
5.5299999999999265,46900.0
5.539999999999926,46900.0
