Time (s),Frequency (Hz)
2.8399999999999834,45500.0
2.849999999999983,45500.0
2.859999999999983,45600.0
2.869999999999983,45500.0
2.8799999999999826,45500.0
2.8899999999999824,45600.0
2.899999999999982,45500.0
2.909999999999982,45500.0
2.9199999999999817,45600.0
2.9299999999999815,45500.0
2.9399999999999813,45600.0
2.949999999999981,45500.0
2.959999999999981,45500.0
2.9699999999999807,45600.0
2.9799999999999804,45500.0
2.9899999999999802,45500.0
2.99999999999998,45600.0
3.00999999999998,45500.0
3.0199999999999796,45600.0
3.0299999999999794,45500.0
3.039999999999979,45500.0
3.049999999999979,45600.0
3.0599999999999787,45500.0
3.0699999999999785,45500.0
3.0799999999999783,45600.0
3.089999999999978,45500.0
3.099999999999978,45600.0
3.1099999999999777,45500.0
3.1199999999999775,45500.0
3.1299999999999772,45600.0
3.139999999999977,45500.0
3.149999999999977,45500.0
3.1599999999999766,45600.0
3.1699999999999764,45500.0
3.179999999999976,45600.0
3.189999999999976,45500.0
3.1999999999999758,45500.0
3.2099999999999755,45600.0
3.2199999999999753,45500.0
3.229999999999975,45500.0
3.239999999999975,45600.0
3.2499999999999747,45500.0
3.2599999999999745,45600.0
3.2699999999999743,45500.0
3.279999999999974,45500.0
3.289999999999974,45600.0
3.2999999999999736,45500.0
3.3099999999999734,45500.0
3.319999999999973,45600.0
3.329999999999973,45500.0
3.3399999999999728,45600.0
3.3499999999999726,45500.0
3.3599999999999723,45500.0
3.369999999999972,45600.0
3.379999999999972,45500.0
3.3899999999999717,45500.0
3.3999999999999715,45600.0
3.4099999999999713,45500.0
3.419999999999971,45600.0
3.429999999999971,45500.0
3.4399999999999706,45500.0
3.4499999999999704,45600.0
3.45999999999997,45500.0
3.46999999999997,45500.0
3.47999999999997,45600.0
3.4899999999999696,45500.0
3.4999999999999694,45600.0
3.509999999999969,45500.0
3.519999999999969,45500.0
3.5299999999999687,45600.0
3.5399999999999685,45500.0
3.5499999999999683,45600.0
3.559999999999968,45500.0
3.569999999999968,45500.0
3.5799999999999677,45600.0
3.5899999999999674,45500.0
3.5999999999999672,45500.0
3.609999999999967,45600.0
3.619999999999967,45500.0
3.6299999999999666,45500.0
3.6399999999999664,45600.0
3.649999999999966,45500.0
3.659999999999966,45600.0
3.6699999999999657,45500.0
3.6799999999999655,45500.0
3.6899999999999653,45600.0
3.699999999999965,45500.0
3.709999999999965,45500.0
3.7199999999999647,45600.0
3.7299999999999645,45500.0
3.7399999999999642,45600.0
3.749999999999964,45500.0
3.759999999999964,45500.0
3.7699999999999636,45600.0
3.7799999999999634,45500.0
3.789999999999963,45500.0
3.799999999999963,45600.0
3.8099999999999627,45500.0
3.8199999999999625,45600.0
3.8299999999999623,45500.0
3.839999999999962,45500.0
3.849999999999962,45600.0
3.8599999999999617,45500.0
3.8699999999999615,45500.0
3.8799999999999613,45600.0
3.889999999999961,45500.0
3.899999999999961,45600.0
3.9099999999999606,45500.0
3.9199999999999604,45500.0
3.92999999999996,45600.0
3.93999999999996,45500.0
3.9499999999999598,45500.0
3.9599999999999596,45600.0
3.9699999999999593,45500.0
3.979999999999959,45500.0
3.989999999999959,45600.0
3.9999999999999587,45500.0
4.009999999999959,45600.0
4.019999999999959,45500.0
4.0299999999999585,45500.0
4.039999999999958,45600.0
4.049999999999958,45500.0
4.059999999999958,45500.0
4.069999999999958,45600.0
4.079999999999957,45500.0
4.089999999999957,45600.0
4.099999999999957,45500.0
4.109999999999957,45500.0
4.119999999999957,45600.0
4.129999999999956,45500.0
4.139999999999956,45600.0
4.149999999999956,45500.0
4.159999999999956,45500.0
4.1699999999999555,45600.0
4.179999999999955,45500.0
4.189999999999955,45500.0
4.199999999999955,45600.0
4.209999999999955,45500.0
4.2199999999999545,45600.0
4.229999999999954,45500.0
4.239999999999954,45500.0
4.249999999999954,46000.0
4.259999999999954,46000.0
4.269999999999953,46000.0
4.279999999999953,46000.0
4.289999999999953,46000.0
4.299999999999953,46000.0
4.3099999999999525,46000.0
4.319999999999952,46000.0
4.329999999999952,46000.0
4.339999999999952,46000.0
4.349999999999952,46000.0
4.3599999999999515,46000.0
4.369999999999951,46000.0
4.379999999999951,46100.0
4.389999999999951,46000.0
4.399999999999951,46000.0
4.40999999999995,46000.0
4.41999999999995,46000.0
4.42999999999995,46000.0
4.43999999999995,46000.0
4.4499999999999496,46000.0
4.459999999999949,46000.0
4.469999999999949,46000.0
4.479999999999949,46000.0
4.489999999999949,46000.0
4.4999999999999485,46000.0
4.509999999999948,46000.0
4.519999999999948,46000.0
4.529999999999948,46000.0
4.539999999999948,46100.0
4.549999999999947,46000.0
4.559999999999947,46000.0
4.569999999999947,46000.0
4.579999999999947,46000.0
4.589999999999947,46000.0
4.599999999999946,46000.0
4.609999999999946,46000.0
4.619999999999946,46000.0
4.629999999999946,46000.0
4.6399999999999455,46000.0
4.649999999999945,46000.0
4.659999999999945,46000.0
4.669999999999945,46000.0
4.679999999999945,46000.0
4.689999999999944,46000.0
4.699999999999944,46100.0
4.709999999999944,46000.0
4.719999999999944,46000.0
4.729999999999944,46000.0
4.739999999999943,46000.0
4.749999999999943,46000.0
4.759999999999943,46000.0
4.769999999999943,46000.0
4.7799999999999425,46000.0
4.789999999999942,46000.0
4.799999999999942,46000.0
4.809999999999942,46000.0
4.819999999999942,46000.0
4.8299999999999415,46000.0
4.839999999999941,46000.0
4.849999999999941,46000.0
4.859999999999941,46000.0
4.869999999999941,46100.0
4.87999999999994,46000.0
4.88999999999994,46000.0
4.89999999999994,46000.0
4.90999999999994,46000.0
4.9199999999999395,46000.0
4.929999999999939,46000.0
4.939999999999939,46000.0
4.949999999999939,46000.0
4.959999999999939,46000.0
4.9699999999999385,46000.0
4.979999999999938,46000.0
4.989999999999938,46000.0
4.999999999999938,46000.0
5.009999999999938,46000.0
5.019999999999937,46000.0
5.029999999999937,46000.0
5.039999999999937,46000.0
5.049999999999937,46000.0
5.0599999999999365,46100.0
5.069999999999936,46000.0
5.079999999999936,46000.0
5.089999999999936,46000.0
5.099999999999936,46000.0
5.1099999999999355,46000.0
5.119999999999935,46000.0
5.129999999999935,46000.0
5.139999999999935,46000.0
5.149999999999935,46000.0
